F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,80,360,122,461,Chair
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,125,396,188,506,Chair
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,134,388,197,499,Chair
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,155,533,356,767,Chair
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,175,428,261,575,Chair
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,430,360,451,380,Chair
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,433,375,454,400,Chair
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,461,388,507,458,Chair
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,481,458,594,666,Chair
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,558,489,721,718,Chair
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,568,383,609,407,Chair
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,650,371,720,415,Chair
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,704,376,786,495,Chair
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,714,436,801,590,Chair
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,797,419,884,534,Chair
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,831,453,979,642,Chair
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,868,445,976,621,Chair
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,888,424,935,441,Chair
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,893,388,961,446,Chair
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,946,398,1023,526,Chair
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,0,438,47,608,Desk
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,161,381,364,508,Desk
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,212,469,699,767,Desk
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,554,398,789,552,Desk
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,0,439,42,604,Table
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,174,384,366,418,Table
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,554,403,782,492,Table
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,871,439,1023,649,Table
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,0,256,28,382,Man
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,149,309,209,436,Man
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,254,311,311,362,Man
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,318,339,391,407,Man
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,321,334,360,382,Man
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,342,351,461,621,Man
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,347,353,461,482,Man
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,375,260,445,370,Man
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,434,264,513,425,Man
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,456,359,594,638,Man
F:\TrainingImages\train_05\4b6a08cc110d7275.jpg,556,394,705,695,Man
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,135,515,309,746,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,0,420,36,478,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,26,425,74,481,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,57,494,184,720,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,62,426,151,509,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,138,404,175,437,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,142,436,195,515,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,163,410,224,446,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,175,441,294,519,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,213,404,266,457,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,254,415,326,509,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,272,399,321,425,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,307,554,445,767,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,314,420,380,515,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,330,399,382,432,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,339,466,434,563,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,375,420,446,474,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,377,405,433,432,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,426,481,588,574,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,426,596,718,767,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,441,410,513,471,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,504,408,568,493,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,567,431,657,498,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,614,493,773,612,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,657,441,757,510,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,683,423,773,462,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,765,420,842,460,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,773,499,950,767,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,786,444,916,529,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,875,431,972,467,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,916,452,1023,652,Chair
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,0,423,81,485,Table
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,0,462,90,646,Table
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,0,653,154,767,Table
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,51,432,165,515,Table
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,142,405,237,460,Table
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,159,445,318,542,Table
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,233,419,337,489,Table
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,234,398,352,462,Table
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,320,420,496,518,Table
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,335,412,451,489,Table
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,363,466,622,675,Table
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,415,357,486,429,Table
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,441,417,605,504,Table
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,552,444,791,545,Table
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,585,489,994,767,Table
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,666,423,858,504,Table
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,762,453,1023,570,Table
F:\TrainingImages\train_08\0144cfbb726f4c72.jpg,848,436,1023,517,Table
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,151,609,306,985,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,0,307,14,351,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,5,298,53,351,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,40,553,129,723,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,49,307,68,362,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,73,354,106,433,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,89,392,135,476,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,110,584,201,770,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,121,328,159,397,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,124,477,213,495,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,145,778,299,993,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,208,295,260,353,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,210,442,278,559,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,217,320,247,367,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,264,321,295,365,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,279,516,338,645,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,281,392,327,455,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,313,599,413,788,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,319,311,346,362,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,332,411,372,492,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,397,707,511,940,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,404,325,431,382,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,427,370,460,449,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,469,481,539,525,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,486,550,534,693,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,609,801,673,1023,Bicycle
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,0,272,38,336,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,21,457,134,688,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,27,254,55,316,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,45,270,83,330,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,57,309,117,407,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,64,893,251,1023,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,74,270,119,331,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,76,342,138,464,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,105,445,215,716,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,108,266,150,314,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,113,284,169,375,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,131,382,208,512,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,152,319,203,389,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,171,288,222,378,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,213,252,258,293,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,215,284,260,331,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,217,328,279,415,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,257,428,342,616,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,272,336,329,429,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,306,419,439,758,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,315,340,370,466,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,378,538,547,886,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,399,282,444,378,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,415,312,456,424,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,456,328,514,441,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,456,457,533,667,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,458,412,565,524,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,465,362,523,462,Man
F:\TrainingImages\train_08\03b5764a5c600aa4.jpg,572,608,673,970,Man
F:\TrainingImages\train_01\d18adac47a838d35.jpg,423,78,663,370,Man
F:\TrainingImages\train_01\d18adac47a838d35.jpg,356,34,407,105,Woman
F:\TrainingImages\train_01\d18adac47a838d35.jpg,544,37,611,133,Woman
F:\TrainingImages\train_01\d18adac47a838d35.jpg,732,138,1023,682,Woman
F:\TrainingImages\train_01\d18adac47a838d35.jpg,1006,61,1023,109,Woman
F:\TrainingImages\train_01\d18adac47a838d35.jpg,0,100,1023,305,Table
F:\TrainingImages\train_01\d18adac47a838d35.jpg,298,214,928,682,Table
F:\TrainingImages\train_01\d18adac47a838d35.jpg,0,155,381,682,Man
F:\TrainingImages\train_01\d18adac47a838d35.jpg,204,66,465,479,Man
F:\TrainingImages\train_01\d18adac47a838d35.jpg,377,17,496,104,Man
F:\TrainingImages\train_01\d18adac47a838d35.jpg,453,29,492,76,Man
F:\TrainingImages\train_01\d18adac47a838d35.jpg,544,33,608,130,Man
F:\TrainingImages\train_01\d18adac47a838d35.jpg,762,91,923,233,Man
F:\TrainingImages\train_01\d18adac47a838d35.jpg,881,89,973,185,Man
F:\TrainingImages\train_01\d18adac47a838d35.jpg,950,42,1010,104,Man
F:\TrainingImages\train_05\487e3f4413229d30.jpg,0,511,1023,679,Desk
F:\TrainingImages\train_05\487e3f4413229d30.jpg,0,497,1023,679,Table
F:\TrainingImages\train_05\487e3f4413229d30.jpg,288,70,723,530,Man
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,0,320,35,354,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,0,379,53,409,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,0,286,172,362,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,19,425,91,450,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,21,485,147,545,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,58,408,111,427,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,86,442,226,477,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,103,488,257,563,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,117,420,168,442,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,162,422,235,454,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,179,316,1023,524,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,202,454,296,504,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,216,500,368,593,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,225,429,304,471,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,243,554,375,682,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,266,467,387,530,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,301,435,377,480,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,319,563,529,682,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,322,514,474,602,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,365,472,472,549,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,378,449,471,483,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,460,518,597,629,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,464,454,546,479,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,472,476,570,550,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,500,580,688,682,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,546,460,633,504,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,570,488,675,564,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,595,531,728,644,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,636,461,722,513,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,662,486,782,572,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,682,593,877,682,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,714,530,873,639,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,722,463,810,508,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,781,492,888,568,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,832,535,1012,626,Chair
F:\TrainingImages\train_03\9a87b10b780dd7e6.jpg,836,590,1023,682,Chair
F:\TrainingImages\train_00\e4990b198db250d3.jpg,105,454,467,751,Chair
F:\TrainingImages\train_00\e4990b198db250d3.jpg,16,340,68,414,Chair
F:\TrainingImages\train_00\e4990b198db250d3.jpg,26,421,195,628,Chair
F:\TrainingImages\train_00\e4990b198db250d3.jpg,37,329,81,401,Chair
F:\TrainingImages\train_00\e4990b198db250d3.jpg,78,333,143,415,Chair
F:\TrainingImages\train_00\e4990b198db250d3.jpg,85,330,144,401,Chair
F:\TrainingImages\train_00\e4990b198db250d3.jpg,142,334,204,387,Chair
F:\TrainingImages\train_00\e4990b198db250d3.jpg,510,384,651,517,Chair
F:\TrainingImages\train_00\e4990b198db250d3.jpg,540,360,578,412,Chair
F:\TrainingImages\train_00\e4990b198db250d3.jpg,673,399,843,561,Chair
F:\TrainingImages\train_00\e4990b198db250d3.jpg,344,450,588,563,Coffee table
F:\TrainingImages\train_01\d2c395bd1828ee0b.jpg,824,366,995,622,Chair
F:\TrainingImages\train_01\d2c395bd1828ee0b.jpg,309,341,728,594,Desk
F:\TrainingImages\train_01\d2c395bd1828ee0b.jpg,94,225,287,660,Man
F:\TrainingImages\train_01\d2c395bd1828ee0b.jpg,0,350,91,473,Chair
F:\TrainingImages\train_01\d2c395bd1828ee0b.jpg,58,357,204,544,Chair
F:\TrainingImages\train_01\d2c395bd1828ee0b.jpg,307,364,468,540,Chair
F:\TrainingImages\train_01\d2c395bd1828ee0b.jpg,314,423,503,621,Chair
F:\TrainingImages\train_01\d2c395bd1828ee0b.jpg,317,498,566,677,Chair
F:\TrainingImages\train_01\d2c395bd1828ee0b.jpg,400,341,519,497,Chair
F:\TrainingImages\train_01\d2c395bd1828ee0b.jpg,637,418,865,677,Chair
F:\TrainingImages\train_01\d2c395bd1828ee0b.jpg,56,327,407,438,Table
F:\TrainingImages\train_01\d2c395bd1828ee0b.jpg,307,337,839,677,Table
F:\TrainingImages\train_01\d2c395bd1828ee0b.jpg,533,269,1023,377,Table
F:\TrainingImages\train_01\d2c395bd1828ee0b.jpg,273,254,376,422,Man
F:\TrainingImages\train_01\d2c395bd1828ee0b.jpg,351,246,427,443,Man
F:\TrainingImages\train_01\d2c395bd1828ee0b.jpg,617,179,659,348,Man
F:\TrainingImages\train_01\d2c395bd1828ee0b.jpg,618,250,818,667,Man
F:\TrainingImages\train_01\d2c395bd1828ee0b.jpg,657,181,727,361,Man
F:\TrainingImages\train_01\d2c395bd1828ee0b.jpg,789,231,935,485,Man
F:\TrainingImages\train_03\9a02cf1f38a0e619.jpg,600,129,933,750,Woman
F:\TrainingImages\train_03\9a02cf1f38a0e619.jpg,24,428,238,762,Chair
F:\TrainingImages\train_03\9a02cf1f38a0e619.jpg,256,137,656,766,Woman
F:\TrainingImages\train_03\9a02cf1f38a0e619.jpg,0,710,106,766,Table
F:\TrainingImages\train_08\09346351e1337789.jpg,707,288,860,656,Man
F:\TrainingImages\train_08\09346351e1337789.jpg,0,561,106,679,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,20,363,54,387,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,70,340,91,370,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,74,321,99,362,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,88,320,113,354,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,88,348,101,383,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,100,356,112,380,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,176,391,201,447,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,184,379,199,397,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,194,341,229,400,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,222,343,264,412,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,238,357,280,441,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,241,318,248,346,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,250,323,273,350,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,268,362,323,447,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,279,323,295,341,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,280,426,311,505,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,303,321,311,329,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,324,327,343,357,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,345,388,412,499,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,350,315,364,340,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,350,370,414,453,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,369,316,382,340,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,371,316,379,328,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,376,394,450,521,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,396,316,405,340,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,407,317,417,342,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,409,325,417,356,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,435,417,531,561,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,451,348,488,400,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,471,382,514,409,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,497,346,529,400,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,531,348,569,397,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,533,318,545,340,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,583,358,590,368,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,586,322,604,348,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,631,427,703,574,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,648,328,660,343,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,663,405,678,436,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,698,372,711,388,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,820,347,832,366,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,824,363,853,423,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,844,376,871,448,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,879,384,917,472,Chair
F:\TrainingImages\train_08\09346351e1337789.jpg,1,386,147,459,Table
F:\TrainingImages\train_08\09346351e1337789.jpg,16,354,72,384,Table
F:\TrainingImages\train_08\09346351e1337789.jpg,16,443,352,679,Table
F:\TrainingImages\train_08\09346351e1337789.jpg,229,346,270,376,Table
F:\TrainingImages\train_08\09346351e1337789.jpg,264,325,319,337,Table
F:\TrainingImages\train_08\09346351e1337789.jpg,312,362,408,439,Table
F:\TrainingImages\train_08\09346351e1337789.jpg,446,401,686,555,Table
F:\TrainingImages\train_08\09346351e1337789.jpg,492,348,513,370,Table
F:\TrainingImages\train_08\09346351e1337789.jpg,0,279,21,318,Man
F:\TrainingImages\train_08\09346351e1337789.jpg,20,312,76,370,Man
F:\TrainingImages\train_08\09346351e1337789.jpg,30,286,64,317,Man
F:\TrainingImages\train_08\09346351e1337789.jpg,96,336,140,392,Man
F:\TrainingImages\train_08\09346351e1337789.jpg,99,286,120,318,Man
F:\TrainingImages\train_08\09346351e1337789.jpg,110,346,188,446,Man
F:\TrainingImages\train_08\09346351e1337789.jpg,117,286,144,330,Man
F:\TrainingImages\train_08\09346351e1337789.jpg,281,333,325,429,Man
F:\TrainingImages\train_08\09346351e1337789.jpg,339,329,378,367,Man
F:\TrainingImages\train_08\09346351e1337789.jpg,382,329,419,407,Man
F:\TrainingImages\train_08\09346351e1337789.jpg,384,297,397,326,Man
F:\TrainingImages\train_08\09346351e1337789.jpg,416,286,445,376,Man
F:\TrainingImages\train_08\09346351e1337789.jpg,432,299,449,362,Man
F:\TrainingImages\train_08\09346351e1337789.jpg,491,321,516,348,Man
F:\TrainingImages\train_08\09346351e1337789.jpg,586,283,666,601,Man
F:\TrainingImages\train_08\09346351e1337789.jpg,742,311,759,338,Man
F:\TrainingImages\train_08\09346351e1337789.jpg,858,334,919,423,Man
F:\TrainingImages\train_08\09346351e1337789.jpg,885,302,1022,679,Man
F:\TrainingImages\train_07\0e888415ce89126e.jpg,671,368,994,759,Man
F:\TrainingImages\train_07\0e888415ce89126e.jpg,0,577,887,767,Table
F:\TrainingImages\train_07\0e888415ce89126e.jpg,0,321,348,716,Man
F:\TrainingImages\train_07\0e888415ce89126e.jpg,413,105,761,586,Man
F:\TrainingImages\train_07\0e888415ce89126e.jpg,925,381,1023,767,Man
F:\TrainingImages\train_08\005ef56f3aa09ca4.jpg,49,549,309,1019,Chair
F:\TrainingImages\train_08\005ef56f3aa09ca4.jpg,283,754,531,1023,Chair
F:\TrainingImages\train_08\005ef56f3aa09ca4.jpg,377,836,767,1023,Coffee table
F:\TrainingImages\train_06\46bc0c163341e548.jpg,0,423,71,506,Chair
F:\TrainingImages\train_06\46bc0c163341e548.jpg,8,464,127,745,Chair
F:\TrainingImages\train_06\46bc0c163341e548.jpg,83,439,203,618,Chair
